nombre,area,jerarquia,puntaje,cantidad_proyectos,desempenio,personas_equipo,horas_extra,asistencia_puntualidad,desempenio_futuro
Empleado 2271,deposito,junior,41,1,medio,22,11,57,0
Empleado 2272,administracion,senior,78,5,alto,27,5,45,0
Empleado 2273,logistica,senior,39,2,alto,23,13,73,0
Empleado 2274,caja,junior,85,1,bajo,15,13,46,1
Empleado 2275,ventas,senior,32,3,medio,25,3,73,0
Empleado 2276,reposicion,senior,83,5,alto,9,11,78,0
Empleado 2277,deposito,trainee,44,4,medio,19,7,41,0
Empleado 2278,caja,trainee,40,3,bajo,25,20,83,0
Empleado 2279,administracion,trainee,58,2,bajo,3,4,45,0
Empleado 2280,administracion,junior,36,3,medio,17,12,88,1
Empleado 2281,logistica,senior,72,3,alto,4,20,65,0
Empleado 2282,ventas,junior,88,3,bajo,5,13,57,1
Empleado 2283,deposito,trainee,44,3,medio,2,4,94,0
Empleado 2284,logistica,junior,63,3,medio,27,2,87,1
Empleado 2285,logistica,junior,75,1,medio,30,2,79,0
Empleado 2286,administracion,senior,34,3,medio,10,18,81,2
Empleado 2287,reposicion,trainee,38,3,alto,25,20,84,0
Empleado 2288,deposito,trainee,92,4,medio,27,15,64,0
Empleado 2289,atencion al cliente,junior,74,4,medio,12,10,83,1
Empleado 2290,logistica,senior,46,4,bajo,12,3,54,0
Empleado 2291,ventas,trainee,51,1,medio,23,1,74,0
Empleado 2292,atencion al cliente,senior,51,5,medio,21,16,66,0
Empleado 2293,ventas,trainee,36,2,bajo,10,5,62,0
Empleado 2294,administracion,junior,90,1,alto,18,3,59,0
Empleado 2295,atencion al cliente,junior,49,4,medio,14,3,48,0
Empleado 2296,reposicion,trainee,48,5,medio,17,13,85,0
Empleado 2297,caja,trainee,66,4,bajo,16,3,49,0
Empleado 2298,ventas,trainee,48,1,medio,25,4,55,0
Empleado 2299,atencion al cliente,senior,50,2,medio,29,12,82,0
Empleado 2300,administracion,senior,72,2,alto,6,3,45,0
Empleado 2301,logistica,junior,68,3,bajo,27,0,62,0
Empleado 2302,atencion al cliente,trainee,44,5,bajo,28,0,46,0
Empleado 2303,logistica,junior,80,5,alto,21,2,66,0
Empleado 2304,ventas,senior,78,5,medio,14,16,47,2
Empleado 2305,reposicion,junior,97,4,medio,17,15,65,0
Empleado 2306,deposito,junior,60,3,medio,9,1,82,1
Empleado 2307,ventas,trainee,37,2,medio,6,13,91,0
Empleado 2308,reposicion,junior,82,5,alto,5,7,53,1
Empleado 2309,deposito,junior,87,4,medio,17,7,95,1
Empleado 2310,logistica,junior,34,4,alto,8,9,74,0
Empleado 2311,logistica,junior,33,5,medio,13,8,44,0
Empleado 2312,deposito,trainee,85,3,medio,26,14,60,0
Empleado 2313,reposicion,junior,73,4,medio,16,17,69,0
Empleado 2314,reposicion,senior,77,2,alto,2,8,42,0
Empleado 2315,atencion al cliente,junior,91,3,medio,16,6,68,0
Empleado 2316,logistica,senior,73,5,alto,5,5,65,1
Empleado 2317,logistica,senior,53,5,medio,8,19,91,0
Empleado 2318,ventas,trainee,91,3,bajo,19,20,69,0
Empleado 2319,ventas,junior,66,5,bajo,5,15,83,1
Empleado 2320,reposicion,trainee,35,4,medio,17,10,100,0
Empleado 2321,administracion,senior,95,4,alto,20,16,54,2
Empleado 2322,logistica,trainee,53,1,medio,2,12,61,0
Empleado 2323,caja,trainee,53,1,alto,20,12,67,0
Empleado 2324,deposito,trainee,39,4,medio,19,15,43,0
Empleado 2325,administracion,trainee,78,4,bajo,3,11,60,0
Empleado 2326,administracion,senior,98,1,bajo,17,17,63,2
Empleado 2327,reposicion,trainee,56,3,medio,24,7,41,0
Empleado 2328,reposicion,trainee,39,1,bajo,23,5,59,0
Empleado 2329,atencion al cliente,senior,79,3,bajo,10,10,89,1
Empleado 2330,deposito,junior,47,1,bajo,17,6,67,0
Empleado 2331,ventas,junior,43,4,bajo,18,14,46,0
Empleado 2332,atencion al cliente,senior,52,2,medio,4,20,82,0
Empleado 2333,deposito,junior,36,5,medio,6,4,93,0
Empleado 2334,deposito,junior,63,4,medio,8,20,52,1
Empleado 2335,deposito,junior,86,3,medio,7,18,61,0
Empleado 2336,administracion,trainee,72,1,medio,10,17,83,0
Empleado 2337,administracion,senior,57,4,bajo,10,9,52,0
Empleado 2338,reposicion,trainee,68,3,alto,11,14,96,0
Empleado 2339,administracion,senior,87,4,alto,14,13,56,2
Empleado 2340,deposito,senior,59,5,bajo,14,13,53,0
Empleado 2341,ventas,junior,47,1,alto,3,13,85,1
Empleado 2342,reposicion,trainee,65,2,alto,20,0,66,0
Empleado 2343,logistica,trainee,78,2,alto,19,0,65,0
Empleado 2344,logistica,junior,34,3,medio,16,17,72,0
Empleado 2345,reposicion,junior,74,1,alto,19,1,74,0
Empleado 2346,administracion,junior,92,5,medio,11,6,51,0
Empleado 2347,reposicion,junior,59,5,alto,16,9,79,0
Empleado 2348,atencion al cliente,senior,66,3,bajo,19,16,71,2
Empleado 2349,caja,junior,94,2,medio,26,16,49,2
Empleado 2350,caja,trainee,58,5,bajo,15,15,44,0
Empleado 2351,caja,junior,35,1,alto,13,19,69,0
Empleado 2352,atencion al cliente,junior,46,5,bajo,21,0,73,0
Empleado 2353,reposicion,senior,61,2,alto,12,9,52,0
Empleado 2354,atencion al cliente,senior,85,5,bajo,3,5,67,1
Empleado 2355,reposicion,trainee,32,3,bajo,25,4,44,0
Empleado 2356,ventas,junior,73,2,alto,20,19,69,0
Empleado 2357,caja,senior,73,1,medio,6,10,45,1
Empleado 2358,atencion al cliente,trainee,65,4,medio,23,13,88,1
Empleado 2359,deposito,senior,39,4,bajo,4,3,52,0
Empleado 2360,reposicion,junior,92,5,alto,9,8,73,0
Empleado 2361,administracion,trainee,38,1,medio,4,6,50,0
Empleado 2362,reposicion,junior,77,1,alto,15,16,66,0
Empleado 2363,atencion al cliente,trainee,50,5,medio,27,20,80,0
Empleado 2364,reposicion,senior,63,4,medio,7,5,52,1
Empleado 2365,deposito,junior,87,1,medio,24,8,87,1
Empleado 2366,logistica,senior,93,2,medio,24,9,73,2
Empleado 2367,logistica,trainee,33,3,bajo,7,14,75,0
Empleado 2368,logistica,senior,30,1,medio,27,8,99,2
Empleado 2369,deposito,junior,43,4,bajo,14,10,77,0
Empleado 2370,reposicion,trainee,87,1,alto,5,17,57,0
Empleado 2371,logistica,junior,95,1,alto,8,3,96,0
Empleado 2372,deposito,senior,41,5,medio,13,17,45,0
Empleado 2373,caja,junior,38,3,alto,23,2,75,0
Empleado 2374,logistica,senior,35,2,medio,30,19,86,2
Empleado 2375,logistica,junior,97,2,medio,16,18,42,2
Empleado 2376,administracion,junior,59,4,medio,17,0,40,0
Empleado 2377,administracion,senior,48,1,alto,7,9,94,1
Empleado 2378,administracion,junior,76,2,alto,21,15,53,1
Empleado 2379,ventas,junior,39,1,medio,15,19,68,0
Empleado 2380,ventas,senior,57,3,medio,17,14,91,0
Empleado 2381,administracion,trainee,84,5,alto,19,4,49,0
Empleado 2382,ventas,senior,57,3,alto,27,17,62,0
Empleado 2383,logistica,trainee,52,4,alto,4,15,92,0
Empleado 2384,caja,senior,85,5,alto,8,7,82,1
Empleado 2385,administracion,senior,66,2,medio,12,4,84,0
Empleado 2386,ventas,senior,69,5,medio,20,0,60,0
Empleado 2387,ventas,senior,62,4,bajo,11,3,49,0
Empleado 2388,administracion,junior,73,5,medio,18,16,49,0
Empleado 2389,reposicion,trainee,39,2,alto,28,2,54,0
Empleado 2390,logistica,trainee,78,3,medio,28,15,48,0
Empleado 2391,caja,trainee,77,3,alto,10,10,87,1
Empleado 2392,logistica,trainee,73,1,bajo,15,14,49,0
Empleado 2393,atencion al cliente,trainee,55,5,medio,10,17,60,0
Empleado 2394,deposito,junior,77,2,medio,7,13,81,1
Empleado 2395,deposito,junior,90,2,alto,30,20,69,2
Empleado 2396,deposito,junior,57,2,alto,19,16,63,0
Empleado 2397,logistica,trainee,93,1,bajo,30,8,78,0
Empleado 2398,atencion al cliente,junior,74,4,alto,15,12,72,1
Empleado 2399,administracion,senior,77,4,medio,17,12,100,2
Empleado 2400,deposito,senior,43,5,medio,9,14,58,0
Empleado 2401,reposicion,junior,37,5,alto,3,9,66,0
Empleado 2402,logistica,junior,68,2,bajo,23,20,56,0
Empleado 2403,ventas,trainee,52,4,medio,19,6,61,0
Empleado 2404,logistica,trainee,57,1,medio,6,1,91,0
Empleado 2405,reposicion,trainee,52,3,bajo,28,12,53,0
Empleado 2406,deposito,junior,50,2,alto,22,6,88,1
Empleado 2407,reposicion,senior,43,1,bajo,3,18,77,0
Empleado 2408,caja,senior,31,2,medio,29,3,86,0
Empleado 2409,logistica,trainee,49,4,alto,2,11,66,0
Empleado 2410,reposicion,senior,51,5,medio,15,5,59,0
Empleado 2411,logistica,junior,80,4,medio,9,2,51,0
Empleado 2412,administracion,junior,94,1,bajo,13,18,81,2
Empleado 2413,reposicion,trainee,52,1,bajo,13,15,97,0
Empleado 2414,logistica,junior,98,1,bajo,13,3,82,0
Empleado 2415,ventas,junior,47,2,medio,15,20,78,0
Empleado 2416,ventas,junior,81,4,bajo,21,13,60,1
Empleado 2417,reposicion,senior,44,2,medio,29,20,85,2
Empleado 2418,atencion al cliente,senior,73,4,medio,16,4,61,0
Empleado 2419,deposito,trainee,78,5,medio,7,16,40,0
Empleado 2420,ventas,trainee,57,3,medio,30,1,88,0
Empleado 2421,logistica,senior,98,1,medio,4,0,46,0
Empleado 2422,administracion,junior,67,2,medio,19,1,64,0
Empleado 2423,logistica,junior,40,3,medio,4,11,44,0
Empleado 2424,deposito,junior,74,2,medio,7,1,71,0
Empleado 2425,atencion al cliente,junior,81,2,alto,5,19,76,1
Empleado 2426,atencion al cliente,trainee,83,3,alto,20,8,55,0
Empleado 2427,logistica,junior,51,3,medio,15,9,68,0
Empleado 2428,ventas,junior,61,1,alto,6,11,50,1
Empleado 2429,reposicion,senior,83,1,medio,12,7,68,0
Empleado 2430,atencion al cliente,junior,90,5,medio,17,5,61,0
Empleado 2431,logistica,trainee,76,5,medio,9,16,77,0
Empleado 2432,administracion,junior,82,2,medio,16,13,71,1
Empleado 2433,reposicion,senior,46,3,bajo,21,6,96,2
Empleado 2434,caja,trainee,98,3,alto,30,16,87,2
Empleado 2435,logistica,senior,84,5,medio,28,15,69,0
Empleado 2436,caja,trainee,52,1,alto,14,6,87,0
Empleado 2437,administracion,junior,83,1,bajo,7,18,61,1
Empleado 2438,logistica,senior,47,1,bajo,21,14,42,0
Empleado 2439,logistica,senior,81,4,medio,3,3,87,1
Empleado 2440,reposicion,junior,77,2,alto,5,1,74,0
Empleado 2441,administracion,junior,73,5,bajo,29,7,81,1
Empleado 2442,atencion al cliente,senior,92,2,medio,6,17,48,2
Empleado 2443,reposicion,junior,36,5,medio,20,19,55,0
Empleado 2444,reposicion,junior,54,5,bajo,29,13,75,0
Empleado 2445,atencion al cliente,trainee,59,3,medio,5,15,75,0
Empleado 2446,deposito,senior,74,2,medio,7,2,66,0
Empleado 2447,reposicion,junior,95,2,alto,10,19,85,2
Empleado 2448,administracion,senior,57,4,alto,14,15,53,0
Empleado 2449,ventas,senior,76,3,medio,15,14,66,0
Empleado 2450,logistica,senior,83,5,medio,26,4,53,0
Empleado 2451,atencion al cliente,junior,31,1,medio,22,12,96,0
Empleado 2452,ventas,junior,66,3,medio,6,14,85,1
Empleado 2453,atencion al cliente,junior,47,3,medio,13,9,86,1
Empleado 2454,reposicion,junior,80,1,medio,3,1,65,0
Empleado 2455,reposicion,junior,78,5,medio,11,18,91,1
Empleado 2456,atencion al cliente,senior,62,3,bajo,25,18,57,2
Empleado 2457,caja,trainee,77,4,medio,26,14,56,0
Empleado 2458,administracion,senior,37,5,medio,17,6,72,0
Empleado 2459,administracion,trainee,46,1,medio,8,1,50,0
Empleado 2460,deposito,junior,94,1,alto,17,2,60,0
Empleado 2461,deposito,trainee,92,4,bajo,20,14,81,0
Empleado 2462,ventas,trainee,40,5,alto,21,16,90,0
Empleado 2463,administracion,trainee,96,1,alto,9,15,84,0
Empleado 2464,administracion,senior,74,1,alto,26,20,57,2
Empleado 2465,logistica,senior,43,5,medio,6,3,59,0
Empleado 2466,administracion,senior,82,1,medio,23,0,65,0
Empleado 2467,logistica,junior,81,4,medio,6,19,52,1
Empleado 2468,reposicion,junior,72,2,medio,24,16,57,0
Empleado 2469,caja,senior,88,2,alto,10,6,84,2
Empleado 2470,ventas,senior,55,2,alto,13,9,49,0
Empleado 2471,reposicion,senior,50,3,medio,11,20,80,2
Empleado 2472,ventas,trainee,48,5,alto,30,3,56,0
Empleado 2473,ventas,junior,83,3,medio,29,16,64,0
Empleado 2474,reposicion,senior,96,5,medio,22,7,95,2
Empleado 2475,logistica,trainee,43,4,medio,28,12,91,0
Empleado 2476,caja,junior,50,2,medio,14,1,77,0
Empleado 2477,deposito,junior,96,2,alto,3,20,47,0
Empleado 2478,reposicion,senior,83,4,alto,3,4,47,0
Empleado 2479,atencion al cliente,junior,80,3,bajo,8,1,100,1
Empleado 2480,ventas,senior,32,5,alto,18,5,93,0
Empleado 2481,reposicion,junior,37,2,medio,27,17,97,2
Empleado 2482,caja,trainee,59,4,medio,2,11,43,0
Empleado 2483,caja,junior,47,2,alto,27,8,47,0
Empleado 2484,ventas,senior,38,3,medio,17,7,81,0
Empleado 2485,deposito,trainee,44,5,medio,21,9,83,0
Empleado 2486,reposicion,senior,52,1,medio,3,4,73,0
Empleado 2487,reposicion,senior,35,5,medio,29,13,71,0
Empleado 2488,logistica,trainee,34,3,bajo,14,11,44,0
Empleado 2489,atencion al cliente,junior,47,4,medio,2,20,46,0
Empleado 2490,ventas,senior,30,5,alto,5,10,87,1
Empleado 2491,deposito,trainee,44,1,alto,11,19,80,0
Empleado 2492,logistica,senior,89,3,medio,21,9,84,2
Empleado 2493,deposito,senior,80,1,alto,22,2,75,0
Empleado 2494,caja,senior,35,2,bajo,14,1,60,0
Empleado 2495,administracion,junior,84,4,medio,24,7,48,1
Empleado 2496,reposicion,trainee,99,3,bajo,16,5,41,0
Empleado 2497,administracion,trainee,54,5,alto,27,11,72,0
Empleado 2498,deposito,senior,55,5,bajo,4,12,61,0
Empleado 2499,logistica,junior,84,3,alto,15,4,85,1
Empleado 2500,reposicion,junior,57,5,alto,13,0,72,0
Empleado 2501,administracion,junior,51,1,alto,29,3,73,0
Empleado 2502,atencion al cliente,trainee,43,2,bajo,23,12,85,0
Empleado 2503,administracion,junior,97,3,alto,30,5,66,0
Empleado 2504,ventas,junior,80,5,alto,15,16,72,0
Empleado 2505,deposito,trainee,72,5,alto,6,8,82,1
Empleado 2506,caja,senior,52,1,alto,15,9,45,0
Empleado 2507,logistica,senior,79,3,medio,18,17,54,2
Empleado 2508,deposito,junior,43,1,medio,24,13,66,0
Empleado 2509,administracion,senior,78,3,medio,25,3,95,0
Empleado 2510,reposicion,trainee,63,5,medio,16,4,47,0
Empleado 2511,logistica,junior,40,3,alto,25,16,90,0
Empleado 2512,ventas,junior,51,5,medio,11,6,62,0
Empleado 2513,deposito,senior,95,1,medio,9,14,67,2
Empleado 2514,atencion al cliente,senior,33,5,bajo,10,6,53,0
Empleado 2515,caja,senior,43,2,alto,6,20,50,0
Empleado 2516,logistica,trainee,88,2,medio,5,14,40,0
Empleado 2517,administracion,junior,74,3,alto,13,9,94,1
Empleado 2518,deposito,senior,98,3,medio,12,11,51,2
Empleado 2519,reposicion,trainee,34,1,alto,7,12,68,0
Empleado 2520,atencion al cliente,junior,93,3,medio,15,20,66,2
Empleado 2521,deposito,trainee,60,4,alto,26,11,44,0
Empleado 2522,administracion,junior,51,4,medio,24,12,63,0
Empleado 2523,reposicion,junior,47,5,medio,16,12,62,0
Empleado 2524,ventas,trainee,49,3,bajo,15,8,56,0
Empleado 2525,administracion,trainee,66,1,medio,25,13,84,1
Empleado 2526,logistica,trainee,51,1,alto,20,18,71,0
Empleado 2527,deposito,senior,43,3,alto,6,13,62,0
Empleado 2528,reposicion,junior,61,2,bajo,21,8,91,1
Empleado 2529,atencion al cliente,trainee,37,5,medio,19,15,99,0
Empleado 2530,atencion al cliente,trainee,36,2,medio,12,1,68,0
Empleado 2531,logistica,trainee,95,5,medio,26,8,75,0
Empleado 2532,logistica,senior,97,5,alto,12,8,91,2
Empleado 2533,logistica,senior,54,5,alto,23,1,50,0
Empleado 2534,logistica,trainee,57,4,medio,8,0,83,0
Empleado 2535,logistica,senior,78,1,medio,7,10,53,1
Empleado 2536,ventas,junior,42,5,bajo,16,6,59,0
Empleado 2537,caja,junior,52,2,alto,13,3,74,0
Empleado 2538,atencion al cliente,trainee,51,2,alto,27,6,90,0
Empleado 2539,caja,junior,33,2,alto,9,9,94,1
Empleado 2540,reposicion,senior,53,1,alto,3,10,41,0
Empleado 2541,deposito,senior,30,4,medio,28,0,55,0
Empleado 2542,deposito,junior,46,4,bajo,7,7,89,1
Empleado 2543,logistica,trainee,47,2,medio,24,4,82,0
Empleado 2544,administracion,trainee,57,3,alto,6,5,100,0
Empleado 2545,reposicion,senior,30,5,medio,26,17,81,2
Empleado 2546,administracion,trainee,58,3,medio,20,17,92,0
Empleado 2547,administracion,trainee,57,2,medio,24,15,95,0
Empleado 2548,caja,junior,84,5,alto,28,16,85,1
Empleado 2549,logistica,junior,81,1,medio,12,18,88,1
Empleado 2550,reposicion,trainee,61,5,medio,9,12,77,0
Empleado 2551,administracion,trainee,70,3,bajo,5,20,66,0
Empleado 2552,ventas,senior,32,1,alto,21,13,89,0
Empleado 2553,reposicion,trainee,71,2,bajo,20,15,47,0
Empleado 2554,deposito,junior,79,3,medio,21,8,62,1
Empleado 2555,caja,senior,85,1,alto,19,18,59,2
Empleado 2556,administracion,senior,87,4,alto,10,13,50,2
Empleado 2557,atencion al cliente,trainee,83,2,alto,30,7,93,1
Empleado 2558,ventas,junior,85,2,alto,3,15,71,1
Empleado 2559,ventas,trainee,71,3,medio,5,17,78,0
Empleado 2560,deposito,junior,41,5,medio,22,1,98,0
Empleado 2561,deposito,junior,34,3,medio,20,7,68,0
Empleado 2562,administracion,junior,78,3,medio,6,14,76,1
Empleado 2563,ventas,senior,48,2,alto,2,18,55,0
Empleado 2564,atencion al cliente,trainee,33,5,alto,18,4,54,0
Empleado 2565,logistica,senior,55,4,medio,27,19,41,0
Empleado 2566,ventas,senior,60,5,alto,26,13,80,1
Empleado 2567,atencion al cliente,senior,43,2,bajo,30,8,45,0
Empleado 2568,logistica,junior,45,2,medio,8,15,99,1
Empleado 2569,reposicion,senior,72,1,bajo,29,18,99,2
Empleado 2570,ventas,trainee,56,4,alto,7,12,47,0
Empleado 2571,logistica,junior,62,1,medio,27,9,82,1
Empleado 2572,deposito,senior,84,3,medio,27,19,52,2
Empleado 2573,reposicion,junior,82,5,medio,7,18,49,1
Empleado 2574,ventas,trainee,68,1,bajo,23,15,93,1
Empleado 2575,deposito,trainee,52,1,medio,17,3,100,0
Empleado 2576,deposito,senior,87,5,bajo,7,16,96,2
Empleado 2577,caja,trainee,60,3,medio,10,1,73,0
Empleado 2578,caja,senior,54,2,medio,15,13,66,0
Empleado 2579,caja,senior,83,4,medio,5,2,72,0
Empleado 2580,ventas,senior,44,4,medio,28,11,60,0
Empleado 2581,administracion,junior,86,1,medio,22,15,55,0
Empleado 2582,ventas,senior,56,1,medio,10,20,88,2
Empleado 2583,administracion,trainee,58,3,bajo,7,1,98,0
Empleado 2584,ventas,junior,66,1,medio,11,5,41,1
Empleado 2585,ventas,senior,33,5,medio,18,2,96,0
Empleado 2586,deposito,senior,51,3,medio,15,19,70,0
Empleado 2587,caja,trainee,96,5,alto,13,2,72,0
Empleado 2588,reposicion,trainee,69,4,bajo,12,7,69,0
Empleado 2589,deposito,trainee,92,1,bajo,22,0,72,0
Empleado 2590,administracion,junior,42,4,medio,25,2,51,0
Empleado 2591,ventas,junior,36,3,medio,11,14,57,0
Empleado 2592,atencion al cliente,trainee,69,4,medio,21,14,89,1
Empleado 2593,administracion,junior,72,3,medio,3,17,76,1
Empleado 2594,ventas,senior,31,4,medio,15,2,73,0
Empleado 2595,ventas,senior,99,5,medio,21,7,89,2
Empleado 2596,atencion al cliente,junior,34,2,bajo,23,15,56,0
Empleado 2597,caja,junior,62,2,bajo,23,4,56,0
Empleado 2598,atencion al cliente,junior,32,1,alto,27,19,83,0
Empleado 2599,atencion al cliente,trainee,66,5,medio,9,15,96,0
Empleado 2600,atencion al cliente,junior,72,1,bajo,13,2,53,0
Empleado 2601,caja,trainee,33,5,medio,8,3,66,0
Empleado 2602,administracion,junior,96,1,bajo,25,7,61,0
Empleado 2603,atencion al cliente,senior,44,5,medio,22,15,41,0
Empleado 2604,logistica,junior,84,2,alto,19,19,90,1
Empleado 2605,caja,junior,31,5,medio,24,15,86,1
Empleado 2606,caja,trainee,35,4,medio,6,18,61,0
Empleado 2607,logistica,senior,67,5,medio,9,8,80,1
Empleado 2608,administracion,junior,86,5,medio,4,8,91,1
Empleado 2609,administracion,senior,90,4,medio,27,9,80,2
Empleado 2610,logistica,trainee,73,3,bajo,28,6,91,1
Empleado 2611,reposicion,senior,93,4,alto,14,16,87,2
Empleado 2612,reposicion,junior,53,3,bajo,2,1,61,0
Empleado 2613,atencion al cliente,junior,76,4,medio,4,1,94,1
Empleado 2614,reposicion,junior,48,2,medio,20,17,91,0
Empleado 2615,logistica,senior,57,2,medio,14,11,90,0
Empleado 2616,atencion al cliente,junior,67,3,alto,12,7,93,1
Empleado 2617,administracion,junior,62,1,alto,27,20,96,2
Empleado 2618,ventas,trainee,47,1,medio,8,4,66,0
Empleado 2619,ventas,trainee,53,1,medio,12,14,41,0
Empleado 2620,atencion al cliente,trainee,89,5,alto,26,3,63,0
Empleado 2621,deposito,senior,50,2,medio,10,20,99,2
Empleado 2622,ventas,senior,30,4,medio,11,12,53,0
Empleado 2623,ventas,junior,54,5,alto,9,10,63,0
Empleado 2624,deposito,trainee,78,4,medio,4,19,42,0
Empleado 2625,caja,senior,74,2,alto,20,16,62,2
Empleado 2626,logistica,junior,94,5,bajo,9,17,83,2
Empleado 2627,atencion al cliente,junior,82,4,medio,17,19,85,1
Empleado 2628,administracion,senior,85,2,alto,17,1,60,0
Empleado 2629,administracion,junior,89,4,bajo,13,6,80,1
Empleado 2630,logistica,senior,96,3,alto,24,17,73,2
Empleado 2631,reposicion,junior,46,1,alto,7,15,87,1
Empleado 2632,deposito,senior,66,3,medio,6,12,68,1
Empleado 2633,reposicion,senior,91,1,medio,22,2,100,2
Empleado 2634,ventas,junior,30,1,medio,20,5,68,0
Empleado 2635,caja,senior,93,2,medio,8,4,93,0
Empleado 2636,reposicion,trainee,65,2,medio,7,3,72,0
Empleado 2637,logistica,trainee,60,1,alto,3,1,62,0
Empleado 2638,reposicion,junior,33,4,bajo,15,13,76,0
Empleado 2639,atencion al cliente,junior,90,2,medio,21,11,55,0
Empleado 2640,reposicion,trainee,57,5,medio,16,13,61,0
Empleado 2641,reposicion,junior,31,2,alto,15,1,48,0
Empleado 2642,ventas,junior,85,3,bajo,9,0,43,0
Empleado 2643,reposicion,trainee,50,5,bajo,21,19,79,0
Empleado 2644,ventas,junior,93,5,bajo,17,1,54,0
Empleado 2645,deposito,senior,72,4,medio,3,0,43,0
Empleado 2646,logistica,trainee,94,1,bajo,14,15,53,0
Empleado 2647,logistica,trainee,55,3,alto,25,20,62,0
Empleado 2648,administracion,junior,46,2,medio,13,19,72,0
Empleado 2649,atencion al cliente,junior,84,3,alto,22,3,58,0
Empleado 2650,atencion al cliente,senior,50,5,medio,21,10,69,0
Empleado 2651,reposicion,senior,35,2,bajo,17,10,69,0
Empleado 2652,caja,trainee,41,3,medio,11,4,62,0
Empleado 2653,deposito,senior,54,1,alto,15,6,99,2
Empleado 2654,ventas,junior,91,4,bajo,20,1,64,0
Empleado 2655,ventas,trainee,30,4,alto,7,1,55,0
Empleado 2656,deposito,trainee,41,1,alto,23,12,40,0
Empleado 2657,logistica,senior,55,5,alto,20,16,79,0
Empleado 2658,reposicion,trainee,78,1,alto,2,14,89,0
Empleado 2659,caja,junior,75,5,bajo,29,17,86,1
Empleado 2660,ventas,junior,46,5,medio,21,11,73,0
Empleado 2661,deposito,junior,85,3,medio,26,9,90,1
Empleado 2662,deposito,junior,63,3,medio,24,19,71,0
Empleado 2663,administracion,trainee,45,3,medio,23,17,71,0
Empleado 2664,logistica,trainee,96,2,bajo,8,10,77,0
Empleado 2665,ventas,senior,42,2,alto,27,2,66,0
Empleado 2666,logistica,trainee,80,4,medio,13,9,85,1
Empleado 2667,atencion al cliente,junior,74,4,medio,2,14,74,0
Empleado 2668,logistica,senior,82,2,medio,23,7,40,0
Empleado 2669,logistica,junior,73,2,medio,17,7,50,1
Empleado 2670,caja,junior,34,2,medio,4,8,55,0
Empleado 2671,ventas,trainee,85,4,medio,15,11,81,1
Empleado 2672,administracion,junior,31,1,medio,20,15,90,1
Empleado 2673,administracion,trainee,89,2,bajo,3,14,74,0
Empleado 2674,caja,junior,75,4,medio,25,11,84,1
Empleado 2675,deposito,trainee,48,3,medio,6,16,99,0
Empleado 2676,administracion,junior,40,1,bajo,22,19,95,0
Empleado 2677,reposicion,senior,50,2,medio,29,11,65,0
Empleado 2678,caja,junior,79,5,alto,19,5,78,1
Empleado 2679,administracion,senior,34,1,alto,3,8,63,0
Empleado 2680,deposito,trainee,50,3,medio,15,5,94,0
Empleado 2681,ventas,trainee,94,4,medio,23,7,45,0
Empleado 2682,deposito,junior,51,1,bajo,20,10,80,1
Empleado 2683,ventas,trainee,87,5,alto,5,15,42,0
Empleado 2684,logistica,junior,66,4,alto,15,4,42,0
Empleado 2685,ventas,trainee,95,1,bajo,3,2,67,0
Empleado 2686,caja,trainee,95,1,medio,22,17,63,0
Empleado 2687,logistica,senior,80,2,medio,4,4,40,0
Empleado 2688,reposicion,trainee,94,1,bajo,23,8,94,0
Empleado 2689,deposito,trainee,58,3,medio,13,0,70,0
Empleado 2690,reposicion,trainee,82,2,medio,18,3,41,0
Empleado 2691,deposito,trainee,36,3,medio,2,3,52,0
Empleado 2692,ventas,trainee,73,5,medio,12,5,46,0
Empleado 2693,caja,senior,31,2,medio,18,6,42,0
Empleado 2694,caja,trainee,70,5,medio,4,15,74,0
Empleado 2695,administracion,trainee,88,1,medio,25,12,95,0
Empleado 2696,administracion,senior,81,2,medio,13,20,48,2
Empleado 2697,deposito,trainee,69,2,alto,19,5,70,0
Empleado 2698,caja,senior,42,1,medio,23,4,79,0
Empleado 2699,logistica,trainee,41,1,alto,18,8,59,0
Empleado 2700,ventas,junior,83,5,medio,18,15,79,1
Empleado 2701,deposito,senior,74,2,alto,29,19,94,2
Empleado 2702,administracion,senior,64,2,medio,8,14,86,1
Empleado 2703,atencion al cliente,junior,80,3,medio,13,1,68,0
Empleado 2704,reposicion,senior,63,5,medio,25,0,89,0
Empleado 2705,caja,trainee,40,4,alto,8,3,82,0
Empleado 2706,logistica,junior,70,4,alto,13,1,52,0
Empleado 2707,deposito,trainee,33,4,bajo,26,12,97,0
Empleado 2708,deposito,trainee,31,1,bajo,3,7,96,0
Empleado 2709,logistica,senior,95,5,medio,19,10,65,2
Empleado 2710,administracion,trainee,62,1,alto,3,1,60,0
Empleado 2711,logistica,senior,49,2,bajo,11,17,45,0
Empleado 2712,atencion al cliente,junior,37,4,bajo,26,15,67,0
Empleado 2713,logistica,trainee,54,4,bajo,2,11,95,0
Empleado 2714,caja,trainee,35,2,medio,24,7,92,0
Empleado 2715,caja,trainee,96,1,medio,29,10,45,0
Empleado 2716,administracion,junior,87,3,bajo,15,17,65,2
Empleado 2717,ventas,senior,62,3,medio,2,17,45,0
Empleado 2718,reposicion,junior,62,5,medio,8,8,44,1
Empleado 2719,deposito,junior,74,4,alto,15,2,44,0
